author,title,description,url,urlToImage,publishedAt,content,source.id,source.name,leaning,keyword
NBC News,Presidential election results: Live map of 2020 electoral votes,"Results of the 2020 U.S. presidential election, including electoral votes between Trump and Biden in each state, and who is winning the popular vote.",https://www.nbcnews.com/politics/2020-elections/president-results,https://firecracker-cms.s3.amazonaws.com/cms-files/production/images/uploads/201013-election-president-polls-social-cs_4bfc07c7e4ae15217e45905d7405d6ef.jpg,2020-09-10T19:00:00Z,"The expected vote is the total number of votes that are expected in a given race once all votes are counted. This number is an estimate and is based on several different factors, including informatio… [+473 chars]",nbc-news,NBC News,mod_left,trump
Saleha Mohsin and Laura Davison / Bloomberg,Trump’s Signature Will Appear on Coronavirus Stimulus Checks,"President Donald Trump’s signature will appear on the $1,200 checks being mailed to low- and middle-income households in the coming weeks",http://time.com/5821097/donald-trump-signature-coronavirus-relief-checks/,https://api.time.com/wp-content/uploads/2020/04/trump_signature_coronavirus_stimulus_checks.jpg?quality=85&crop=0px%2C25px%2C1024px%2C536px&resize=1200%2C628&strip,2020-04-15T05:18:38Z,"President Donald Trump’s signature will appear on the $1,200 checks being mailed to low- and middle-income households in the coming weeks, according to two officials familiar with the decision.
Typi… [+1810 chars]",time,Time,mod_left,trump
BBC News,'My message to Republican friends',Supporters of US President-Elect Joe Biden give their message to people who voted for Donald Trump.,http://www.bbc.co.uk/news/election-us-2020-54859464,https://ichef.bbci.co.uk/images/ic/400xn/p08xrfx3.jpg,2020-11-08T03:22:24.4594575Z,"US President-Elect Joe Biden has spoken of his wish to ""unify"" the United States, in his first speech since his election win.
Some of those who voted for Joe Biden tell the BBC what their message wo… [+86 chars]",bbc-news,BBC News,moderate,trump
BBC News,"US election 2020: Time to heal, Biden says in address to nation","The Democrat addresses the nation after winning enough votes to defeat Donald Trump, according to projections.",http://www.bbc.co.uk/news/live/election-us-2020-54786937,https://m.files.bbci.co.uk/modules/bbc-morph-news-waf-page-meta/4.1.4/bbc_news_logo.png,2020-11-08T02:52:32.0596524Z,"From talking about Biden's family, Harris moves into discussing her own - and what this moment means for women.
Harris says her mother ""believed so deeply in an America where a moment like this is p… [+810 chars]",bbc-news,BBC News,moderate,trump
BBC News,Biden voter welcomed at Trump rally,There was a moment of unity between three very different Trump and Biden supporters at a Trump rally in Arizona.,http://www.bbc.co.uk/news/election-us-2020-54859539,https://ichef.bbci.co.uk/images/ic/400xn/p08xrdv6.jpg,2020-11-08T01:52:22.6131402Z,"There was a moment of unity between three very different Trump and Biden supporters at a Trump rally in Arizona. 
Speaking to the BBC's Sophie Long, the voters displayed a civility rarely seen betwe… [+40 chars]",bbc-news,BBC News,moderate,trump
"Bojan Pancevski, Paul Vieira, Ann Simmons",World Leaders Ready Themselves for a Biden Presidency,"Global leaders congratulated Joe Biden on his election win, as some allies of President Trump stayed silent",https://www.wsj.com/articles/world-leaders-ready-themselves-for-a-biden-presidency-11604798959,https://images.wsj.net/im-256901/social,2020-11-08T01:29:00Z,"After a drawn-out vote count that transfixed not just the U.S. but most of the world, many global leaders on Saturday were quick to respond to former Vice President Joe Bidens election victory, with … [+326 chars]",the-wall-street-journal,The Wall Street Journal,moderate,trump
Morgan Chalfant,"Trump refuses to accept Biden victory, promises legal challenges | TheHill",President Trump on Saturday signaled he would not accept Joe Biden being projecte...,http://thehill.com/homenews/campaign/524935-trump-refuses-to-accept-biden-victory-promises-legal-challenges,https://thehill.com/sites/default/files/trumpdonald_110420getty_pentagon.jpg,2020-11-07T16:56:29Z,,the-hill,The Hill,moderate,trump
"Michael C. Bender, Sabrina Siddiqui","Joe Biden Wins 2020 Presidential Election, AP Says",Kamala Harris becomes first woman elected vice president; Trump contests results in key states,https://www.wsj.com/articles/joe-biden-wins-2020-presidential-election-ap-says-11604766914,https://images.wsj.net/im-256726/social,2020-11-07T16:35:00Z,"Joe Biden will be the next president of the United States after crossing 270 electoral votes, the Associated Press said, following a campaign in which he focused on tackling the coronavirus pandemic … [+184 chars]",the-wall-street-journal,The Wall Street Journal,moderate,trump
Reid Wilson,Biden defeats Trump to win presidency | TheHill,"Joe Biden has won election as the nation’s 46th president, defeating Donald Trump and ending hi...",http://thehill.com/homenews/campaign/524222-biden-defeats-trump-to-win-presidency,https://thehill.com/sites/default/files/bidenjoe1_10282020_gettyimages.jpg,2020-11-07T16:33:07Z,"The Hill 1625 K Street, NW Suite 900 Washington DC 20006 | 202-628-8500 tel | 202-628-8503 fax
The contents of this site are ©2020 Capitol Hill Publishing Corp., a subsidiary of News Communications,… [+4 chars]",the-hill,The Hill,moderate,trump
Doina Chiacu,"Trump unfit to be U.S. president, Democrat Pelosi, conservative Bolton agree",President Donald Trump came under attack from both sides of the American political spectrum on Thursday as liberal Democratic leader Nancy Pelosi and former White House aide and conservative hawk John Bolton both declared him unfit to lead the country.,http://feeds.reuters.com/~r/reuters/topNews/~3/NeAbplfEBpE/trump-unfit-to-be-u-s-president-democrat-pelosi-conservative-bolton-agree-idUSKBN23P22C,https://s4.reutersmedia.net/resources/r/?m=02&d=20200618&t=2&i=1522748204&w=1200&r=LYNXMPEG5H1B9,2020-06-18T19:42:25Z,WASHINGTON (Reuters) - President Donald Trump came under attack from both sides of the American political spectrum on Thursday as liberal Democratic leader Nancy Pelosi and former White House aide an… [+4366 chars],reuters,Reuters,moderate,trump
Doina Chiacu,Trump pledges new list of conservative Supreme Court contenders,"President Donald Trump, hit by a second U.S. Supreme Court loss in four days, said on Thursday he plans to issue an updated list of potential conservative nominees to the high court after the justices halted one of his hardline immigration policies.",http://feeds.reuters.com/~r/reuters/topNews/~3/riCVJOkEpIs/trump-pledges-new-list-of-conservative-supreme-court-contenders-idUSKBN23P379,https://s4.reutersmedia.net/resources/r/?m=02&d=20200618&t=2&i=1522740780&w=1200&r=LYNXMPEG5H26Y,2020-06-18T19:31:46Z,"WASHINGTON (Reuters) - President Donald Trump, hit by a second U.S. Supreme Court loss in four days, said on Thursday he plans to issue an updated list of potential conservative nominees to the high … [+1845 chars]",reuters,Reuters,moderate,trump
Reuters Editorial,Mexico's foreign ministry says it will monitor U.S. DACA program developments,Mexico's foreign ministry said on Thursday it would monitor the continuity of the Deferred Action for Childhood Arrivals (DACA) immigration program in the United States after the U.S. Supreme Court blocked President Donald Trump's bid to abolish it.,http://feeds.reuters.com/~r/reuters/topNews/~3/dlbMAGIMZWw/mexicos-foreign-ministry-says-it-will-monitor-u-s-daca-program-developments-idUSKBN23P3EO,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2020-06-18T19:11:50Z,MEXICO CITY (Reuters) - Mexico’s foreign ministry said on Thursday it would monitor the continuity of the Deferred Action for Childhood Arrivals (DACA) immigration program in the United States after … [+339 chars],reuters,Reuters,moderate,trump
Reuters Editorial,"Pelosi says Trump 'ethically unfit' for presidency, will continue oversight",U.S. House Speaker Nancy Pelosi said on Thursday revelations in a book by a former top White House aide show President Donald Trump is unfit and unprepared to be president and Democrats will continue oversight of the Republican president's behavior.,http://feeds.reuters.com/~r/reuters/topNews/~3/Rd1F5Whgwuk/pelosi-says-trump-ethically-unfit-for-presidency-will-continue-oversight-idUSKBN23P2T9,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2020-06-18T18:47:58Z,WASHINGTON (Reuters) - U.S. House Speaker Nancy Pelosi said on Thursday revelations in a book by a former top White House aide show President Donald Trump is unfit and unprepared to be president and … [+520 chars],reuters,Reuters,moderate,trump
Elizabeth Culliford,Facebook takes down Trump ads over 'organized hate' policy,Facebook Inc said on Thursday it took down posts and ads run by the re-election campaign of U.S. President Donald Trump for violating its policy against organized hate.,http://feeds.reuters.com/~r/reuters/topNews/~3/8-yo4Kt1JXA/facebook-takes-down-trump-ads-over-organized-hate-policy-idUSKBN23P3AH,https://s3.reutersmedia.net/resources/r/?m=02&d=20200618&t=2&i=1522744206&w=1200&r=LYNXMPEG5H296,2020-06-18T18:42:29Z,"(Reuters) - Facebook Inc (FB.O) said on Thursday it took down posts and ads run by the re-election campaign of U.S. President Donald Trump for violating its policy against organized hate. 
The ads s… [+1241 chars]",reuters,Reuters,moderate,trump
Lawrence Hurley,U.S. Supreme Court blocks Trump bid to end 'Dreamers' immigrant program,"The U.S. Supreme Court on Thursday dealt a President Donald Trump a major setback on his hardline immigration policies, ruling against his bid to end a program that protects from deportation hundreds of thousands of immigrants, dubbed ""Dreamers,"" who entered …",http://feeds.reuters.com/~r/reuters/topNews/~3/8-YYNfBeU9U/u-s-supreme-court-blocks-trump-bid-to-end-dreamers-immigrant-program-idUSKBN23P2HM,https://s1.reutersmedia.net/resources/r/?m=02&d=20200618&t=2&i=1522716319&w=1200&r=LYNXMPEG5H1OA,2020-06-18T14:36:23Z,"WASHINGTON (Reuters) - The U.S. Supreme Court on Thursday dealt a President Donald Trump a major setback on his hardline immigration policies, ruling against his bid to end a program that protects fr… [+2950 chars]",reuters,Reuters,moderate,trump
Fox News,"Michelle Obama congratulates Biden and Harris, adds dig at Trump","Democrats have ""a lot of work to do"" to ""connect"" with Trump voters, Michelle Obama said.",https://www.foxnews.com/politics/michelle-obama-biden-harris-president-congratulations-message,https://static.foxnews.com/foxnews.com/content/uploads/2020/08/Michelle-Obama.jpg,2020-11-08T02:37:23.543432Z,"Former first lady Michelle Obama congratulated her husband's former running mate, President-elect Joe Biden, and Vice President-elect Kamala Harris after Biden was projected to win the presidency Sat… [+2410 chars]",fox-news,Fox News,mod_right,trump
Fox News,CNN doesn't sound alarm of COVID 'superspreaders' as thousands celebrate Biden win in the streets,"CNN has become the go-to network over the past several months for its alarmist coverage of the coronavirus outbreak, but the anti-Trump network sang a different tune on Saturday as thousands gather in cities across the country to celebrate Joe Biden's electio…",https://www.foxnews.com/media/2020-election-biden-superspreaders-covid-street-parties,https://static.foxnews.com/foxnews.com/content/uploads/2020/11/Election-Reactions-NYC-DC-AP-THUMB-3.jpg,2020-11-07T22:52:24.6712226Z,"Over the past eight months, CNN has become the go-to network for alarmist coverage of the coronavirus outbreak, but the anti-Trump channel sang a different tune on Saturday as thousands gathered in c… [+2912 chars]",fox-news,Fox News,mod_right,trump
Fox News,Trump accuses Biden of 'rushing to falsely pose as winner',"Moments after Joe Biden was projected to be the victor in the 2020 election, President Trump accused the Democrat of ""rushing to falsely pose as the winner"" and vowed to go forward with pending litigation.",https://www.foxnews.com/politics/trump-accuses-president-elect-biden-of-rushing-to-falsely-pose-as-the-winner,https://static.foxnews.com/foxnews.com/content/uploads/2020/11/AP20311002277663.jpg,2020-11-07T21:37:22.8418728Z,"Moments after Joe Biden was projected to be the victor in the 2020 election, President Trump accused the Democrat of ""rushing to falsely pose as the winner"" and vowed to go forward with lawsuits cont… [+1644 chars]",fox-news,Fox News,mod_right,trump
Fox News,Trump to continue legal challenges after Biden’s projected win,President issues statement saying his election lawsuits in key states will move forward; John Roberts reports.,https://video.foxnews.com/v/6208017570001/,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/676dfa3c-4088-4c21-8593-30bbdf6881d9/e5f6cbde-2fd3-413c-93cb-6ecb530cc320/1280x720/match/image.jpg,2020-11-07T18:37:23.1169991Z,,fox-news,Fox News,mod_right,trump
Alex Swoyer,GOP flags software used in Michigan skewed thousands of Trump votes,Republicans are concerned about software that was blamed for changing thousands of Republican ballots to votes for Democrats in one Michigan county.,https://www.washingtontimes.com/news/2020/nov/7/gop-flags-software-used-michigan-skewed-thousands-/,https://twt-thumbs.washtimes.com/media/image/2020/11/07/election_2020_michigan_voting_93514_c0-0-2972-1733_s1200x700.jpg?529589defee2f4893440a3c3622f63d0b38b6f02,2020-11-07T17:03:28Z,"Republicans are concerned about software that was blamed for changing thousands of Republican ballots to votes for Democrats in one Michigan county.
The software had been used in other areas through… [+2107 chars]",the-washington-times,The Washington Times,mod_right,trump
Dave Boyer,Donald Trump vows election 'far from over' after Joe Biden projected as president-elect,"President Trump said Saturday the presidential election ""is far from over"" after Democrat Joseph R. Biden was projected as the winner.",https://www.washingtontimes.com/news/2020/nov/7/donald-trump-vows-election-far-over-after-joe-bide/,https://twt-thumbs.washtimes.com/media/image/2020/11/06/Election_2020_Protests_Phoenix_97840.jpg-aeadb_c0-150-3600-2250_s1200x700.jpg?187bc123cc4510feb7f1966081317bdd024739c4,2020-11-07T11:53:30Z,"President Trump said Saturday the presidential election “is far from over” after Democrat Joseph R. Biden was projected as the winner.
“We all know why Joe Biden is rushing to falsely pose as the wi… [+1827 chars]",the-washington-times,The Washington Times,mod_right,trump
Dave Boyer,Joe Biden is projected winner of 2020 election,Presumptive President-elect Joseph R. Biden is projected to defeat President Trump in the 2020 election and become the 46th president of the United States.,https://www.washingtontimes.com/news/2020/nov/7/joe-biden-projected-winner-2020-election/,https://twt-thumbs.washtimes.com/media/image/2020/11/07/election_2020_biden_75857_c0-0-3345-1951_s1200x700.jpg?c5ff25709df88faff59a2118b54e0b03df60f174,2020-11-07T11:28:49Z,"Presumptive President-elect Joseph R. Biden is projected to defeat President Trump in the 2020 election and become the 46th president of the United States.
The Associated Press called the race for M… [+3584 chars]",the-washington-times,The Washington Times,mod_right,trump
