author,title,description,url,urlToImage,publishedAt,content,source.id,source.name,leaning,keyword
BBC News,Biden voter welcomed at Trump rally,There was a moment of unity between three very different Trump and Biden supporters at a Trump rally in Arizona.,http://www.bbc.co.uk/news/election-us-2020-54859539,https://ichef.bbci.co.uk/images/ic/400xn/p08xrdv6.jpg,2020-11-08T01:52:22.6131402Z,"There was a moment of unity between three very different Trump and Biden supporters at a Trump rally in Arizona. 
Speaking to the BBC's Sophie Long, the voters displayed a civility rarely seen betwe… [+40 chars]",bbc-news,BBC News,moderate,biden
"Bojan Pancevski, Paul Vieira, Ann Simmons",World Leaders Ready Themselves for a Biden Presidency,"Global leaders congratulated Joe Biden on his election win, as some allies of President Trump stayed silent",https://www.wsj.com/articles/world-leaders-ready-themselves-for-a-biden-presidency-11604798959,https://images.wsj.net/im-256901/social,2020-11-08T01:29:00Z,"After a drawn-out vote count that transfixed not just the U.S. but most of the world, many global leaders on Saturday were quick to respond to former Vice President Joe Bidens election victory, with … [+326 chars]",the-wall-street-journal,The Wall Street Journal,moderate,biden
BBC News,US election result: What Biden's victory means for rest of world,From Beijing to Berlin - the BBC looks at the impact of the ideological shift in the White House.,http://www.bbc.co.uk/news/election-us-2020-54801409,https://ichef.bbci.co.uk/news/1024/branded_news/F093/production/_115278516_biden_world_reacts_976.png,2020-11-07T23:37:23.1477039Z,"image copyrightGetty Images
image captionThe knife-edge vote has been closely watched abroad
After days of uncertainty, Joe Biden has won the US presidential election, BBC projections show. 
Durin… [+16659 chars]",bbc-news,BBC News,moderate,biden
Reid Wilson,On The Trail: Biden's bet pays off | TheHill,Joseph Robinette Biden Jr. launched his campaign for the White House a year and a half...,http://thehill.com/homenews/campaign/524952-on-the-trail-bidens-bet-pays-off,https://thehill.com/sites/default/files/bidenjoe3_110620getty.jpg,2020-11-07T18:36:34Z,"Joseph Robinette Biden Jr. launched his campaign for the White House a year and a half ago on a promise to restore the soul of the nation, a foundational bet that Americans were weary of the tumult o… [+6695 chars]",the-hill,The Hill,moderate,biden
Gerald F. Seib,How Biden Could Turn a Fractured Picture to His Advantage,An almost evenly divided Senate and a more closely divided House could be a combination that empowers moderates in both parties,https://www.wsj.com/articles/how-biden-could-turn-a-fractured-picture-to-his-advantage-11604772088,https://images.wsj.net/im-256788/social,2020-11-07T18:01:00Z,"At first glance, the 2020 election might seem to have produced the political equivalent of a dumpster fire: a deeply divided country, a bitterly contested presidential election and the prospect of di… [+307 chars]",the-wall-street-journal,The Wall Street Journal,moderate,biden
Jonathan Easley,Grueling vote count ends in Biden victory | TheHill,Joe Biden has won the White House after a grueling vote count that kept the nation on edge for fi...,http://thehill.com/homenews/campaign/524949-grueling-vote-count-ends-in-biden-victory,https://thehill.com/sites/default/files/newsletter-biden_102620getty.jpg,2020-11-07T17:59:02Z,"Joe BidenJoe BidenBiden claims a 'mandate' to govern, calls for end to 'partisan warfare'Mark Meadows tests positive for coronavirusTrump supporters scream at Telemundo reporter during live broadcast… [+7040 chars]",the-hill,The Hill,moderate,biden
Greg Ip,"For Business, Biden Bodes a Less Hospitable but More Predictable Presidency",Agenda of higher taxes and regulations could be restrained by Senate and conservative judges,https://www.wsj.com/articles/for-business-biden-bodes-a-less-hospitable-but-more-predictable-presidency-11604771135,https://images.wsj.net/im-255311/social,2020-11-07T17:45:00Z,"The election looks like it may yield a dream scenario for business: a moderate Democratic president whose more aggressive plans cant pass the Senate, but who eschews the unpredictability that has oft… [+142 chars]",the-wall-street-journal,The Wall Street Journal,moderate,biden
Max Greenwood,"Biden calls for unity, healing after capturing the presidency | TheHill",President-elect Joe Biden called on a deeply divided United States to come together and “heal” on...,http://thehill.com/homenews/campaign/524937-biden-calls-for-unity-healing-after-capturing-the-presidency,https://thehill.com/sites/default/files/bidenjoe2_11042020getty.jpg,2020-11-07T17:10:31Z,"President-elect Joe BidenJoe BidenBiden claims a 'mandate' to govern, calls for end to 'partisan warfare'Mark Meadows tests positive for coronavirusTrump supporters scream at Telemundo reporter durin… [+2230 chars]",the-hill,The Hill,moderate,biden
Morgan Chalfant,"Trump refuses to accept Biden victory, promises legal challenges | TheHill",President Trump on Saturday signaled he would not accept Joe Biden being projecte...,http://thehill.com/homenews/campaign/524935-trump-refuses-to-accept-biden-victory-promises-legal-challenges,https://thehill.com/sites/default/files/trumpdonald_110420getty_pentagon.jpg,2020-11-07T16:56:29Z,,the-hill,The Hill,moderate,biden
Amie Parnes,How Biden got across the finish line | TheHill,There were many moments in Joe Biden’s campaign when his aides thought they would never reach the...,http://thehill.com/homenews/administration/524934-how-biden-got-across-the-finish-line,https://thehill.com/sites/default/files/bidenjoe_110620getty_long-election.jpg,2020-11-07T16:48:27Z,"There were many moments in Joe BidenJoe BidenBiden claims a 'mandate' to govern, calls for end to 'partisan warfare'Mark Meadows tests positive for coronavirusTrump supporters scream at Telemundo rep… [+8844 chars]",the-hill,The Hill,moderate,biden
"Michael C. Bender, Sabrina Siddiqui","Joe Biden Wins 2020 Presidential Election, AP Says",Kamala Harris becomes first woman elected vice president; Trump contests results in key states,https://www.wsj.com/articles/joe-biden-wins-2020-presidential-election-ap-says-11604766914,https://images.wsj.net/im-256726/social,2020-11-07T16:35:00Z,"Joe Biden will be the next president of the United States after crossing 270 electoral votes, the Associated Press said, following a campaign in which he focused on tackling the coronavirus pandemic … [+184 chars]",the-wall-street-journal,The Wall Street Journal,moderate,biden
Reid Wilson,Biden defeats Trump to win presidency | TheHill,"Joe Biden has won election as the nation’s 46th president, defeating Donald Trump and ending hi...",http://thehill.com/homenews/campaign/524222-biden-defeats-trump-to-win-presidency,https://thehill.com/sites/default/files/bidenjoe1_10282020_gettyimages.jpg,2020-11-07T16:33:07Z,"The Hill 1625 K Street, NW Suite 900 Washington DC 20006 | 202-628-8500 tel | 202-628-8503 fax
The contents of this site are ©2020 Capitol Hill Publishing Corp., a subsidiary of News Communications,… [+4 chars]",the-hill,The Hill,moderate,biden
Fox News,Vice President-elect Kamala Harris delivers victory speech,"President-elect Joe Biden, incoming Vice President Kamala Harris gives victory speech.",https://video.foxnews.com/v/6208078005001/,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/4c6d4136-3be9-4ac5-ba4d-f657c9446bb8/bf001b16-f05c-4ae7-a555-6fecd2967b93/1280x720/match/image.jpg,2020-11-08T02:52:19.7502138Z,,fox-news,Fox News,mod_right,biden
Fox News,President-elect Joe Biden delivers victory speech to the nation,"President-elect Joe Biden, incoming Vice President Kamala Harris gives victory speech.",https://video.foxnews.com/v/6208077910001/,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/63f8a52c-fc5b-4c6e-8477-ff5168945a09/920b5417-d978-408e-809f-8a962942450d/1280x720/match/image.jpg,2020-11-08T02:52:18.125619Z,,fox-news,Fox News,mod_right,biden
Fox News,"Michelle Obama congratulates Biden and Harris, adds dig at Trump","Democrats have ""a lot of work to do"" to ""connect"" with Trump voters, Michelle Obama said.",https://www.foxnews.com/politics/michelle-obama-biden-harris-president-congratulations-message,https://static.foxnews.com/foxnews.com/content/uploads/2020/08/Michelle-Obama.jpg,2020-11-08T02:37:23.543432Z,"Former first lady Michelle Obama congratulated her husband's former running mate, President-elect Joe Biden, and Vice President-elect Kamala Harris after Biden was projected to win the presidency Sat… [+2410 chars]",fox-news,Fox News,mod_right,biden
Fox News,"Biden preaches unity, promises to address coronavirus crisis in first speech as president-elect","President-elect Biden and Vice President-elect Harris will address supporters Saturday evening in Wilmington, Del., after earlier today claiming victory in the presidential election after the Fox News Decision Desk projected that they will defeat President Tr…",https://www.foxnews.com/politics/biden-harris-victory-speech-46th-president-united-states,https://static.foxnews.com/foxnews.com/content/uploads/2020/11/AP20308858160529-e1604775103187.jpg,2020-11-08T02:22:20.2564005Z,"President-elect Joe Biden on Saturday night claimed ""a clear victory"" and preached unity as he addressed supporters in Wilmington, Del., after earlier in the day taking a projected victory in a conte… [+6901 chars]",fox-news,Fox News,mod_right,biden
Fox News,CNN doesn't sound alarm of COVID 'superspreaders' as thousands celebrate Biden win in the streets,"CNN has become the go-to network over the past several months for its alarmist coverage of the coronavirus outbreak, but the anti-Trump network sang a different tune on Saturday as thousands gather in cities across the country to celebrate Joe Biden's electio…",https://www.foxnews.com/media/2020-election-biden-superspreaders-covid-street-parties,https://static.foxnews.com/foxnews.com/content/uploads/2020/11/Election-Reactions-NYC-DC-AP-THUMB-3.jpg,2020-11-07T22:52:24.6712226Z,"Over the past eight months, CNN has become the go-to network for alarmist coverage of the coronavirus outbreak, but the anti-Trump channel sang a different tune on Saturday as thousands gathered in c… [+2912 chars]",fox-news,Fox News,mod_right,biden
